,subject,session,t,p,r,hatr,s_pre,s,a,impact,netw,Cash,Stocks,etas,r_shift
30,3_A02,3,31,351.213076170585,0.08856057086956604,0.08510063145322633,1.0,1,0,0.0434782608695652,64.9851,0.0,0.469757720373305,0.04508231000000083,0.13539044257309563
31,3_A02,3,32,364.342648161661,0.03670167205672126,-0.003459939416339708,1.0,1,0,-0.0715172479432765,71.1528,0.0,0.469757720373305,0.10821891999999776,0.08856057086956604
32,3_A02,3,33,420.988411353,0.14451054086956638,-0.040161611473060965,1.0,1,0,0.0434782608695652,97.7626,0.0,0.469757720373305,0.10103228000000118,0.03670167205672126
33,3_A02,3,34,374.684749427494,-0.11652030260869495,-0.10243405410565476,1.0,1,0,-0.130434782608696,76.0111,0.0,0.469757720373305,0.013914480000001062,0.14451054086956638
34,3_A02,3,35,368.855767392054,-0.01567931086440222,0.06537954289059034,1.0,1,0,-0.0432382998644014,73.2728,0.0,0.469757720373305,0.02755898899999918,-0.11652030260869495
35,3_A02,3,36,424.557569699385,0.14064192086956417,0.08105885375499255,1.0,1,0,0.0434782608695652,99.4392,0.0,0.469757720373305,0.09716365999999897,-0.01567931086440222
36,3_A02,3,37,474.14496662116,0.11046549746749879,-0.08490087509886113,1.0,1,0,0.0623224774674971,122.7333,0.0,0.469757720373305,0.04814302000000169,0.14064192086956417
37,3_A02,3,38,447.621155259192,-0.057565872608695834,-0.09772790300244427,1.0,1,0,-0.130434782608696,110.2735,0.0,0.469757720373305,0.07286891000000018,0.11046549746749879
38,3_A02,3,39,532.840164363933,0.17427426086956554,-0.06369252780394241,1.0,1,0,0.0434782608695652,150.3058,0.0,0.469757720373305,0.13079600000000036,-0.057565872608695834
39,3_A02,3,40,491.58179130134,-0.08059316260869664,-0.1254888052468175,1.0,1,0,-0.130434782608696,130.9243,0.0,0.469757720373305,0.049841619999999365,0.17427426086956554
40,3_A02,3,41,451.749815669422,-0.08449981590666766,0.016979761079966238,1.0,1,0,-0.0609672359066682,112.213,0.0,0.469757720373305,-0.023532579999999463,-0.08059316260869664
41,3_A02,3,42,462.874767967267,0.024328016512146,0.1014795769866339,1.0,-1,1,0.0456171965121458,117.439,217.438995818626,0.0,-0.021289179999999797,-0.08449981590666766
